#Default

; FreeSpace2.fc2
One more thing. The pilots under Ahmose's command had been informed of his renegade status before they launched their attack. Under these circumstances, we had little choice but to return fire or blow the entire operation.

Watch your back, pilot.  This ain't gonna get any easier. "

55, "All right, pilot. I've got some good news and some bad news. Good news is the Iceni has been destroyed along with Admiral Bosch and the ETAK project, whatever that was. 

The bad news is the allied warships that attacked the Iceni were under the command of Admiral Ahmose, who had full knowledge of our operation. The fact the Vasudans knew the exact time and position of the Iceni's departure to Regulus has made the rebels just a little suspicious. Counterintel double-checked the dossiers of all new pilots and found some discrepancies in your file.

As your superior officer, it is my duty to inform you that you will be executed at 2100 hours for crimes of espionage and high treason. Sorry it had to end this way, pilot."

56, "You did not have authorization to return to base. Your actions jeopardized the lives of those involved in this mission and the NTF's objectives in this theatre. Unless Command decides otherwise, you are hereby stripped of your wings and all privileges bestowed upon you as an officer of the Neo-Terran Front.

You will be confined to the brig pending your execution at 2100."

57, "All right, pilot. I've got some good news and some bad news. Good news is we got the Iceni to Regulus. The scan data you collected has been transmitted to the GTVI, and our operation to uncover the secret of ETAK continues as planned.

The bad news is we're in a lot more danger than I think you realize. The Vasudan warships were under the command of Admiral Ahmose, who had full knowledge of our activities. The fact the Vasudans knew the exact time and position of the Iceni's departure has made the rebels just a little suspicious.

As usual, the GTVA is overplaying its hand. Ahmose and his subordinates now face a court martial for insubordination. The rebs are all over that one. Not only did the Admiral know the position of the Iceni, he wasn't authorized to act on that information. Our squadron will be high on the NTF's list of suspects. 

One more thing. The pilots under Ahmose's command had been informed of his renegade status before they launched their attack. Under these circumstances, we had little choice but to return fire or blow the entire operation.

Watch your back, pilot.  This ain't gonna get any easier."

58, "Misc."

59, "Electronics"

60, "Return to Base"

61, "Destroy Scorpio"

62, "Destroy Yaaru"

63, "Destroy Sagittarius"

64, "Protect Iceni"

65, "Protect Hinton"

66, "Return to base"

67, "Scan Iceni"

68, "Escort the Iceni to the Regulus jump node"

69, "Scan the Iceni"

70, "Scan the Hinton"

71, "Protect the Hinton"

72, "Allied forces now jumping in! We've got a Mentu-class cruiser with fighter escort and a wing of bombers! All units, defend the Iceni! "

73, "All right, kids. Here's the game plan. We'll take out fighters and bombers first, then blast that cruiser back to Vasuda Prime."

74, "Good job, pilots. Admiral Bosch and the Iceni have reached the Regulus system. Let's get back to base on the double."

75, "<secure channel> Nice job, pilot. Never know what you're gonna find until you take a look."

76, "We have received an update from the Epsilon Pegasi blockade! More Vasudan warships are on their way! The Iceni will proceed to the Regulus node as planned!"

77, "All units, defend the Iceni and the Hinton. They must reach the Regulus system! The future of Neo-Terra depends on it!"

78, "<secure channel>  Alpha 1, do you copy? We're on a secure channel. We need a scan of the Iceni. Target the warship and close to 600 meters. Keep the ship's lead indicator in the center of your reticle."

79, "<secure channel> What's that science cruiser doing out here? NTF command never briefed me about it. Must have something to do with ETAK."

80, "Pilots, you must clear a path for the Iceni. Destroy the asteroids before they impact the command ship's hull. Asteroids on a collision course will be indicated with white brackets on your HUD."

81, "<secure channel> That's strange. I don't know what any of this means. We'll see what our analysts come up with back home."

82, "<secure channel> Something's wrong here. Command said the Vasudans wouldn't attack until the Iceni left Polaris!"

83, "<secure channel> All right. Here are the rules. Neutralize anything that attacks the Iceni. Take out beam turrets and shoot down bombs."

84, "The Vasudans have destroyed the Hinton! Pilots, redouble your efforts! The Iceni must reach the Regulus system!"

85, "<secure channel> Either we've been double-crossed, or these Vasudans are not following orders! It's an us-or-them situation, pilot."

86, "<secure channel> If they fire on you, fire right back. If you don't defend yourself, you'll die out here, Alpha 1. These Vasudans are renegades!"

87, "Damn it, pilots! We lost the Iceni! Abort mission and return to base!"

; Loop1-2.fs2

88, "Love the Treason..."

89, "Snipes and Alpha 1 must hijack the NTT Sunder."

90, "As you have no doubt already heard, the $h GVD $h Psamtik has destroyed the $f NTD $f Cyrene, flagship of the $b Sirius fleet. As bad as things look in $b Polaris, the situation in $b Sirius is even worse. $w Bosch has redeployed our battle group to reinforce $f NTF positions in that system."

91, "We arrive in $b Sirius in six hours. The $w 185th will be deployed immediately to rendezvous with the $f NTT $f Sunder$|. Our mission will be to escort the transport back to the $b Regulus jump node. The cargo on board the $f Sunder has been classified well beyond my level of clearance. Let's just say if the $f Sunder goes down, so do we."

92, "The Alliance is fighting to secure the $b Alpha $b Centauri and $b Deneb jump nodes, so intelligence believes the risk of engagement will be low. Of course, that's what they told us in $b Polaris, where we got jumped by half the Vasudan armada. Expect the unexpected, kids, and report to the flight deck at 1310 sharp. Dismissed."

93, "Thanks to our heist, the Sunder is now in allied custody. With our scan of the Iceni and the capture of the rebel transport, the GTVI can begin to unravel the secret of Bosch's ETAK project. 

The C.O. of the Sevrin has taken the brunt of Bosch's wrath for the Sunder's alleged destruction. The captain and his lieutenants have faced a summary court martial and will be executed at 0700. When you sign up for the wrong outfit, you get what you deserve.

This doesn't mean we're out of the woods yet. The rebs are nuts, but they're not slow. It won't take them long to figure out our involvement in this attack and the Vasudan ambush in Polaris was more than just coincidence. If it looks like they're on to you, your duty as an operative of the GTVI is to escape and report everything you know to allied forces. Understood?"

94, "Thanks to our heist, the Sunder is now in allied custody. With our scan of the Iceni and the capture of the rebel transport, the GTVI can begin to unravel the secret of Bosch's ETAK project. 

The destruction of the Hamaka forced our hand. The rebs are now fully aware that we're card-carrying members of Galactic Terran-Vasudan Intelligence. As far as I'm concerned, we achieved the objectives of this covert operation. It wouldn't have taken the rebs long to figure out our involvement in this attack and the Vasudan ambush in Polaris was more than just coincidence.

We're taking you to Deneb, where you'll catch a transport back to Capella. You'll rendezvous with the Aquitaine there and continue with your next squadron assignment. It's been an honor working with you, pilot. Good luck!"

95, "You may proceed to the next GTVI mission only if the Hamako and Sunder survive."

96, "With the destruction of the Sunder, our heist failed. With only our scan of the Iceni to go on, unraveling the secret of Bosch's ETAK project will be nearly impossible. We invested six months into this operation and came away empty-handed. 

We're taking you to Deneb, where you'll catch a transport back to Capella. You'll rendezvous with the Aquitaine there and continue with your next squadron assignment. Sorry your tour with the GTVI wasn't more successful, pilot. You had potential."

97, "Monitor the status of the Sunder at all times."

98, "Never leave the mission before you receive the order to return to base."

99, "Unknown"

100, "Destroy NTF Fighters"

101, "Destroy Hellespont"

102, "Destroy Mylae"

103, "Destroy Aquarius"

104, "Destroy Iota"

105, "Destroy Kappa"

106, "Protect Sunder"

107, "Protect Hamako"

108, "Escort the Sunder"

109, "Protect the Hamako"

110, "Sorry I couldn't warn you, Alpha 1. I rigged these fighters with jamming devices and core detonators. The crew chief of the 185th is an allied operative, so she helped me out."

111, "These detonators were a piece of junk. I even followed the directions. At least we mopped up quickly. Spies like us call it 'Sanitizing'."

112, "The jamming devices should've blocked their transmissions to rebel command. But with the luck we're having, the NTF armada will arrive any second now."

113, "Mayday! Mayday! Reactor core breach on all fighters! Half the squad is down!"

114, "Command, do you copy? We've been set up! Alpha 1 and Beta 1 are traitors! We've been sabotaged!"

115, "Stand easy, pilots. We received a partial transmission reporting a reactor core breach. What happened to your squad?"

116, "We were ambushed by an allied heavy recon unit, flying some new kind of fighter. They splashed my squad and jumped before we could take them down."

117, "New kind of fighter, huh? You can tell us all about it at your debriefing. Why don't you rearm and repair, and we'll help you finish your escort."

118, "<secure channel>  Some of that transmission got through. I can't tell if they're on to us or not. Let's play their game for now. I've got some friends coming, so don't panic."

119, "Our mission, Alpha 1, is to hijack the NTT Sunder. The transport pilot is one of us, so he'll follow course. We need to make the rebels think the Sunder has been destroyed. A decoy transport will arrive in a few minutes."

120, "We've got more backup in transit, Alpha and Beta. We just need to hold down the fort a few minutes."

121, "Alpha 1, engage rebel fighters! Break to attack! Go! Go! Go!"

122, "Alpha 1, meet the 99th Skulls, Special Operations Command. The elite of the elite. Those fighters they're flying are the Erinyes class. As far anyone else knows, they don't even exist."

123, "We'll now scuttle this decoy transport. If the rebs think we destroyed the Sunder, they won't know how much we know. We'll also be able to continue our covert operation."

124, "Of course, that's if they don't hang us for failing the mission. We might be pushing our luck here, but what the hell."

125, "This is the NTCv Sevrin, 2nd Battle Group, Regulus. What is your status, pilots? We were instructed to rendezvous with a transport."

126, "Sevrin, you're late! Vasudans blasted my entire squad and two cruisers out here! You want a rendezvous? Scan that debris field! That's the Sunder right there! You're a disgrace to the NTF, Sevrin! I'm filing a report!"

127, "Stand down, Beta 1. We followed our orders to the letter. Now get back to base before the Vasudans return. There's nothing more we can do out here."

128, "You see the Hamako? That's the new AWACS ship. We're using it to block all enemy transmissions. As long as that ship remains operational, no one on the outside will know what we're up to. As far as the NTF is concerned, we're still loyal and devoted rebel pilots."

129, "So watch the Hamako, all right? If we lose the AWACS, our cover's blown for good."

130, "Keep your eye on the ball, kids. We're almost there. But if that decoy doesn't get here real soon, we'll have to bail."

131, "The Sunder is going down! All units, return to base. We blew this one big time."

132, "The NTC Mylae has jumped in. Watch the flak!"

133, "Nice shooting. The Mylae has been neutralized."

134, "Here comes the Hellespont, Aeolus-class."

135, "We've taken out the Hellespont. Well done, people."

136, "Okay, we've got the Naxos jumping in with the decoy! About time you guys made it.  Let's secure the area, and bring it on home."

137, "All right, Alpha 1. All we need to do is wait for the NTF. Hold your position."

; Loop1-3.fs2

138, "...But Hate the Traitor"

139, "Alpha 1 and the 185th attack a GTVA cargo depot."

140, "I'm $w Lieutenant $w Commander $w Jack $w Niven, your new squadron leader. $w Commander $w Snipes has been reassigned, so until further notice, you'll get your orders from me. With the $h 13th and $h 11th $h Vasudan $h Battle $h Groups advancing, we have a hard fight ahead of us. If we lose $b Sirius, our backs will be against the wall. The $f NTF has fought too hard to surrender now."

141, "The $h 4th $h Fleet, based in $b Vega, is providing the Vasudans with logistical support. They've established a cargo depot near the $b Alpha $b Centauri jump node. Recon reports a perimeter defense of 16 sentry guns, and fighter patrols inspect the depot at regular intervals. The $w 185th has been called in to sever that supply line. All targets are of Terran construction."

142, "Our attack will be timed between fighter patrols. Our objective is to destroy all cargo and sentry guns. Once we secure the area, we'll be in a position to ambush allied targets. The attack should lure the enemy to the depot and improve our odds in more critical engagements deeper in the system."

143, "We are lucky to get you back alive, pilot. Our deep-cover operatives stashed vital schematic data in your fighter's on board computer. With this information, GTVI analysts will be able to unravel the enigma of Bosch's ETAK project. 

These operatives also advised us of your impending execution. Unfortunately, we have no information concerning the whereabouts or status of Lieutenant Commander Snipes. We fear the odds of his survival are not favorable.

In recognition of your outstanding service to the Galactic Terran-Vasudan Intelligence and Special Operations Command, you are hereby awarded the Distinguished Intelligence Cross. With this honor, you are now one of an elite few. 

We will bring you as far as Vega, where you'll catch a transport back to Capella. You'll rendezvous with the Aquitaine and continue with your next squadron assignment. Congratulations on a successful tour with the GTVI."

144, "You willfully fired upon and destroyed a civilian transport. Allied Command has expressed its shock and dismay that an allied officer would indulge in the slaughter of innocent people. 

When you received your commission in the GTVA, you swore a solemn oath to lay down your life for all citizens of the Alliance. You swore to uphold the Beta Aquilae Convention, which explicitly forbids attacks against civilian vessels. Your actions violate every ethical principle we as a civilization hold sacred, and you will be made to answer for these crimes.

You will be held in custody pending your preliminary hearing. If you are indicted, you will be brought before the war crimes tribunal in Beta Aquilae."

145, "Civilians"

; weapons.tbl

146, "Subach HL-7"

; Loop1-3.fs2

147, "Scrap Metal"

148, "Medical Supplies"

149, "Food"

150, "Destroy Alpha"

151, "Destroy Beta"

152, "Destroy Alastor"

153, "Destroy Saharan"

154, "Destroy targets of opportunity"

155, "This one's all yours, Alpha 1. We'll cover you while you destroy the transport."

156, "Hostile target inbound. It's a troop transport. Elysium-class."

157, "So whose side are you on, Alpha 1? Whose orders are you gonna follow? Make your decision now, pilot."

158, "Sorry you won't live to get your medal, pilot."

159, "Destroy that transport, Alpha 1. That's a direct order."

160, "Time's up, pilot. We know all about you. You set us up in Polaris, and you destroyed the Sunder. Now you'll face the firing squad."

161, "No use engaging your jump drive, pilot. You don't have the authorization codes."

162, "You're a cold-blooded killer, Alpha 1. But we know all about you. You set us up in Polaris, and you destroyed the Sunder. You are hereby stripped of your wings and all privileges bestowed upon you as an officer of the Neo-Terran Front."

163, "Alpha 1, we are now transmitting the authorization codes and jump coordinates to your navigation computer. Your subspace drive should be back on line."

164, "Sorry you've outlived your usefulness as a deep-cover operative, pilot. Return to base for reassignment."

165, "Hold your fire! No military personnel are on board this transport! We are evacuating civilians to Alpha Centauri. An attack on this vessel is a violation of the Beta Aquilae Convention."

166, "Alpha 1, this is Allied Command. We are deploying reinforcements now. Hang in there. Help is on the way."

167, "Show them what you think of the Beta Aquilae Convention, pilot."

; Loop2-1.fs2

168, "As Lightning Fall"

169, "The 99th Skulls, Special Operations Command, must rescue Snipes and the survivors on board the Grall."

170, "Special Operations Command

You have been selected for a covert assignment with $w Special $w Operations $w Command $w (SOC), in conjunction with $w Galactic $w Terran-Vasudan $w Intelligence $w (GTVI)$|. Our primary objective is to provide the Alliance with accurate and comprehensive information regarding the tactics, technologies, activities, and strategic objectives of forces hostile to the $y GTVA$|."

171, "Lieutenant Commander Snipes

At 0437 reconnaissance units received a coded transmission from $w Lieutenant $w Commander $w Snipes$|. The Commander's vessel, the $f NTT $f Grall, is now adrift in a Shivan-infested region of the nebula and will not survive much longer. The $f Grall was docked to the $h NTC $h Alexandria when the cruiser ran our blockade of the Knossos portal in $b Gamma $b Draconis$|."

172, "S.O.S.

Here is part of the actual transmission.  We processed the message to enable better comprehension:

Granite Mountain, this is Black Dove requesting immediate extraction.  Engines and jump drives are inoperative.  Location, Delta 429 by 372.  Deployed Pharos beacons to assist search.  Heavy Shivan presence. Severe nebula storms.  Probability of survival not good."

173, "Allied Retreat

As you know, Allied forces are in full retreat to $b Gamma $b Draconis, so logistical support will be virtually non-existent. We have no available reinforcements and only one recovery ship. We're operating in a Shivan-infested area, so expect a fierce enemy offensive. The odds are against you on this one, pilot."

174, "You know why you're here, pilot, so let's get down to work. Recon located a $y Pharos navigation buoy not far from where $w Snipes's transmission was received. Your wing will be inserted at that position to find the $f Grall and make contact with $w Snipes$|. His transport has been incapacitated, and there's a high probability he's already a goner."

175, "This sector of the nebula is extremely volatile. Recon reports heavy EM interference, scrambling sensors and communications. These buoys are the only chance we have of finding $w Snipes and the $f Grall$|. The EM storm will make aspect lock difficult to acquire and maintain, so we recommend you loadout with $y Tempests and $y Rockeyes$|."

176, "Once you locate $w Snipes, call in $f Lambda $f 1$|. This is critical. Do not deploy the recovery craft until you are ready. Our transport will dock with the $f Grall and extract the survivors. You'll need to buy them some time as they complete this procedure. Good hunting. "

177, "Congratulations, pilot. You saved my life, and I owe you big. If I had more clout with the brass, I'd have them give you a Service Medallion, but they don't just hand those out. You didn't have to volunteer for this assignment, but I'm damn glad you did.

Now here's an important lesson. SOC didn't mount a rescue op because they liked me. They did it because I had information they needed, and information is what keeps you alive out here. Now I'm heading up the 99th for another mission, and I think we're going need you on this one. I already cleared it with Command, so it's your call, pilot. Hope you do the right thing."

178, "Lieutenant Commander Christopher Snipes distinguished himself as one of the best operatives ever to serve in the SOC. His courage, resourcefulness, and determination helped us defeat Admiral Bosch and his Neo-Terran Front. Snipes worked deep-cover for over six months, advising the GTVI of the enemy's movements, strategies, and capabilities. His career will stand as a shining example of service and sacrifice to the GTVA and the ideals for which the Alliance stands.

Lieutenant Commander Snipes is hereby posthumously awarded the SOC Service Medallion, the most prestigious honor bestowed by the GTVA Special Operations Command. I know of no officer more worthy of such recognition."

179, "Protect the Grall as its passengers are being transferred to the recovery craft."

180, "You did not have authorization to return to base, pilot. Your actions jeopardized the lives of those involved in this mission and the GTVA's objectives in this theatre. Desertion is grounds for a court martial, and you are confined to quarters pending your preliminary hearing. Until a military court decides otherwise, you are hereby stripped of your wings and all privileges bestowed upon you as an officer of the Galactic Terran-Vasudan Alliance."

181, "Do not leave the mission until Snipes and the recovery craft have safely departed."

182, "Personnel"

183, "Find Grall"

184, "Protect Grall"

185, "Protect Lambda 1"

186, "Follow Nav Buoys"

187, "Call In Lambda 1"

188, "Rescue Lt. Commander Snipes"

189, "Locate and recover the Grall"

190, "Recon wasn't kidding when they called this a volatile sector."

191, "My sensors are scrambled, sir. Experiencing EM interference."

192, "Say again, Alpha 4? Having trouble reading you."

193, "Cut the chatter, pilots. We need situational awareness here. Stay focused."

194, "Maybe you didn't copy the first time, sir. I recommend we follow the nav buoys."

195, "Let's follow these nav buoys. If the Grall is still alive, these beacons will lead us straight to them."

196, "Roger that, SOC. Snipes here. Much obliged. Hope you brought a transport."

197, "Call in the transport when you are ready, Alpha 1."

198, "I say again. Call in the transport when ready. We must initiate the recovery procedure ASAP."

199, "Survivors are on board, sir. Release docking point now."

200, "Extraction complete. Return to base."

201, "All units, return to base pronto!"

202, "NTT Grall, this is GTVA Special Operations Command. We are here to recover your craft. Do you copy?"

203, "You're lucky we found you, Snipes. What happened out here?"

204, "The Shivans swarmed us near Gamma Drac, so we made an emergency jump. The rest is history."

205, "How many survivors?"

206, "17 of us made it to the transport. The shockwave banged us up pretty bad. Comm and life support were all we had to work with out here."

207, "What about the nav buoys?"

208, "The Alexandria deployed them. We couldn't rely on navigation or sensors, so that was our best option."

209, "You have any information for us?"

210, "Yeah, but I classified that on a need-to-know basis. And until you get us outta here, you don't need to know. "

; Loop2-2.fs2

211, "Into the Lion's Den"

212, "Snipes leads Alpha wing of the 99th Skulls on a mission through the second Knossos portal."

213, "Here's the situation. Allied Command has ordered the full retreat of all $y GTVA forces. They've written off $b Gamma $b Draconis, so they're moving the armada into $b Capella to hold down the system. Meanwhile, $w SOC needs a unit to fly suicide to check out a second $y Knossos device the Vasudans found deep in the nebula."

214, "To give us a fighting chance, our unit will fly a wing of Shivan fighters $w SOC forces captured early in the nebula campaign. Our engineers have modified and optimized these craft. They'll handle even better than the Shivan original, and if you play it right, you might even avoid enemy detection. "

215, "We're going in with a handpicked squad. You'll fly $f Alpha $f 1$|. I've got $f Alpha $f 2$|. Two of our top pilots, $w Xinny and $w Zero, will cover $f Alphas $f 3 and $f 4, respectively. Our $y Maras will be equipped with intersystem jump drives so we can use the node."

216, "The timetable for this mission is 15 minutes. We'll jump in, gather data, hold down the fort, then jump out. Your drives will be inoperative inside a window of exactly 15 seconds. If we miss our jump, the recovery ship will leave us behind. There's no room for error."

217, "Here's something else to think about. By the time we launch, we'll be the only allied operatives left in the nebula. There'll be no reinforcement, no support, and no base to run to. That's why this mission has to be carried out by the numbers. We have fifteen minutes. No more. No less."

218, "Good work, Alpha 1. Most pilots only get to fly one suicide mission. We survived what should've been our last sortie. GTVA analysts are now reviewing our flight data.

Unfortunately, we failed to destroy a single one of those Shivan devices. The Alliance demands top-notch flying from its elite squads, and our performance out there was a little disappointing. At least we were able to warn the Alliance.

It's been a privilege and an honor, pilot. Allied Command has reassigned you to the GTD Aquitaine. Rumor has it you'll be leading the 70th Blue Lions, and I can't think of a better pilot for the job. Good luck."

219, "It is possible to destroy the Shivan device that you discovered."

220, "Good work, Alpha 1. Most pilots only get to fly one suicide mission. We survived what should've been our last sortie. I've advised the GTVI that multiple Juggernaut-class warships are now en route to the Capella system. We'll have our hands full getting everyone out of there alive.

By the way, nice work destroying that Shivan technology. Analysts are poring over the scan data now, but you can rest assured the results will be classified beyond your level of clearance. They always are.

For helping to provide the Alliance with accurate and comprehensive information regarding the tactics, technologies, activities, and strategic objectives of forces hostile to the GTVA, you are hereby awarded the SOC Service Medallion, the most prestigious honor bestowed by Special Operations Command. Congratulations.

It's been a privilege and an honor, pilot. Allied Command has reassigned you to the GTD Aquitaine. Rumor has it you'll be leading the 70th Blue Lions, and I can't think of a better pilot for the job. Good luck."

221, "Outstanding job. Most pilots only fly one suicide mission. We survived what should've been our last sortie. I've advised the GTVI that multiple Juggernaut-class warships are now en route to the Capella system. We'll have our hands full getting everyone out of there alive.

Great work neutralizing those Shivan devices. You delivered a top-notch performance. Analysts are poring over the scan data now, but you can rest assured the results will be classified beyond your level of clearance. They always are.

One more thing. For helping to provide the Alliance with accurate and comprehensive information regarding the tactics, technologies, activities, and strategic objectives of forces hostile to the GTVA, you are hereby awarded the SOC Service Medallion, the most prestigious honor bestowed by Special Operations Command. Congratulations.

It's been a privilege and an honor, pilot. Allied Command has reassigned you to the GTD Aquitaine. Rumor has it you'll be leading the 70th Blue Lions, and I can't think of a better pilot for the job. Good luck."

222, "rtuyj64kj"

223, "Destroy Shivan Devices"

224, "Reconnoiter Knossos 2 sector"

225, "Destroy Shivan Device"

226, "Alpha wing, we're in the node and drives are back on line! We'll rendezvous with the recovery ship on the other side! Engage!"

227, "Dive! Dive! Dive! Hit your burners, pilot!"

228, "That was a little too close. We gotta wait fifteen minutes to change our shorts. Well, we've detected a Shivan presence all right, and one more Sathanas heading for Capella."

229, "Sensors reading an unidentified object dead ahead. Shivan signature. Let's get a scan of that thing, Alpha 1. We'll cover your back."

230, "Picking up two more unidentified objects in the immediate vicinity. What do you think they are, Commander?"

231, "What? Do I look Shivan to you? Uh-oh. Take a look at this. Knossos device number three. 150 clicks out in right field. Where the hell are we?"

232, "Do not engage. Repeat. Do not engage. They're just checking us out. Don't fire unless fired upon. Just like swimming with sharks."

233, "All units, return fire! IFF status has been revised. The honeymoon is over. Repeat. The honeymoon is over."

234, "Our objective here, pilots, is to neutralize all targets of opportunity before time runs out. Alpha 1, take out that device."

235, "Outstanding, Alpha 1. Whatever that thing was, the Shivans got less of them now. Let's take out what we can before we get back to the node."

236, "Okay, that makes two. Good teamwork, squad. Let's go for the triple play. Seek and destroy."

237, "And that's clean sweep. Nice work, Alpha wing. Makes me proud to be SOC. Now let's get back to the node. Binary systems give me the creeps."

238, "We got incoming! Ravana-class cruiser. Designation Nebiros. Hit your burners and evade. We gotta reach that jump node, kids."

239, "Avoid the beam salvos off that destroyer! We're almost there! Stay inside the node! You miss your window, you're MIA!"

240, "This just keeps getting better. Another juggernaut has jumped in from Knossos 3."

241, "Sensors reading a fifth juggernaut. We've got a problem here."

242, "Sathanas number six now in system. At this rate, we'll have a hundred Juggernauts bearing down on Capella in no time."

243, "Juggernaut number seven has jumped in. We've got to warn the Alliance. Don't do anything stupid. Just stay alive."

244, "I'm picking up Sathanas 8 now. "

245, "I've got another reading on sensors. Number nine."

246, "Here's a safety tip for you, pilots. We got ten minutes before we jump. Don't stray too far."

247, "Clock is down to five minutes. Get ready to make our run."

248, "Two minutes and counting! Scramble to the node, Alpha!"

249, "Jump drives will come on line in 1 minute. Stand by to engage."

250, "Alpha 1, I'm getting some anomalous energy readings off that device. You better stand clear when that thing blows."

; SM1-01.fs2

306, "As you wish."

505, "Surrender, Belisarius!"

506, "The 53rd Hammerheads, GTD Aquitaine, must defend a convoy of Vasudan transports escaping Cygnus Prime."

507, "Welcome to the Aquitaine

This is $w Admiral $w Petrarch, commanding officer of the $f GTD $f Aquitaine$|. For those squadrons joining us here in $b Vega, welcome aboard. 

With a complement of 150 combat spacecraft, the $f Aquitaine serves as flagship of the $f GTVA $f 3rd $f Fleet, based in the $b Capella system. You join an elite crew of 10,000, the finest officers and enlisted personnel serving the Alliance today."

508, "The Neo-Terran Front

After 18 months of fighting, $w Admiral $w Bosch's $h Neo-Terran $h Front has become the most significant threat to regional security since the $y Great $y War ended 32 years ago. 

The $h NTF demands the independence of their systems and the revocation of the $w Beta $w Aquilae $w Convention, or $w BETAC. The $w BETAC treaty centralized power in the $y GTVA as the supreme authority in Terran-Vasudan space."

509, "The Ideology of Neo-Terra

